Cycle,Fluorescence,SampleID
19,0.001177902918044622,Sample_C5
20,0.0010441295048140768,Sample_C5
21,0.001246510526704567,Sample_C5
22,0.001251040998756895,Sample_C5
23,0.0015149484355393703,Sample_C5
24,0.001199894585773711,Sample_C5
25,0.002382761210947545,Sample_C5
26,0.0014544542744007944,Sample_C5
27,0.0013467277584855613,Sample_C5
28,0.0013682474877432505,Sample_C5
29,0.0015210119073947237,Sample_C5
30,0.001968705570810876,Sample_C5
31,0.00501367029499804,Sample_C5
32,0.010128176544587425,Sample_C5
33,0.030385637054540414,Sample_C5
34,0.0975753207597109,Sample_C5
35,0.3172307266047504,Sample_C5
36,1.0132514591296222,Sample_C5
37,3.1735713021685386,Sample_C5
38,9.52281117580463,Sample_C5
39,26.625903189205584,Sample_C5
40,66.84208012818443,Sample_C5
